"rcaState","rptMStateKey","rcaID","rcaCode","rcaName","rcaType","rcaSensitiveArea","rcaDateArt58","rcaParameterN","rcaParameterP","rcaParameterOther","rcaDateDesignation","rcaANitro","rcaAPhos","rcaB","rcaC","rcaCRelevantDirective","rcaMorphology","rcaHydrologie","rcaHydraulic","rcaAbsenceRisk","rcaDateArt54","rcaArt54Applied"
"106","HU",162,"HU-SA-AIP520","Fertő-tó és vízgyűjtője","101","",,False,False,False,31/12/2004,True,True,True,False,"",False,False,False,False,,False
"106","HU",163,"HU-SA-AIP540","Velencei-tó és vízgyűjtője","101","",,False,False,False,31/12/2004,True,True,True,False,"",False,False,False,False,,False
"106","CY",168,"CY SA_CM2","Catchment of Kokkinochoria","98","169",,False,False,False,27/02/2004,True,False,False,True,"The relevant Directive is the Nitrate Directive (96/676/EEC). The relevant parameter is Nitrogen. The kokkinochoria area has been designated as NVZ in 2004 (42/2004) and the WWTP effluent is reused for irrigation in the Kokkinochoria area.",False,False,False,False,,False
"106","CY",169,"CY SA-CL1","Kokkinochoria coastline","101","",,False,False,False,27/02/2004,True,False,False,True,"The relevant Directive is the Nitrate Directive (96/676/EEC). The related parameter is Nitrogen. The Kokkinochoria area has been designated as a NVZ in 2004 (Decree 42/2004). The WWTP effluent is reused for irrigation in the Kokkinochoria region.  ",False,False,False,False,,False
"106","CY",170,"CY SA-CM1","Catchment of Polemidia","98","171",,False,False,False,27/02/2004,True,True,False,False,"",False,False,False,False,,False
"106","CY",171,"CY SA-LK1","Polemidia dam","101","",,False,False,False,27/02/2004,True,True,False,False,"",False,False,False,False,,False
"106","DK",172,"DK2","Denmark","97","",31/12/1993,True,True,True,31/12/1998,False,False,False,False,"""We do not distinguish between sensitive and less sensitive areas i DK. All areas are considered as sensitive and therefor the standards given in the legislation holds standards for all WWTP regardless of placement (but depending on size.The UWWT directive was implemented in april 1994 in Demark. The implementation relied partly on exsisting legislation and on a new act """"Regulation an water water permmissions etc..."""". Regarding the effluent standards there was a possiblity to be granted an exemption untill december 1998 in the act.""",False,False,False,False,,False
"106","UK",2356,"UKS7616037","Nairn Central","101","",,False,False,False,26/02/2002,False,False,False,True,"Bathing Water Directive",False,False,False,False,,False
"106","UK",2357,"UKS7616038","Nairn East","101","",,False,False,False,26/02/2002,False,False,False,True,"Bathing Water Directive",False,False,False,False,,False
"106","UK",2358,"UKS7616043","Philorth","101","",,False,False,False,26/02/2002,False,False,False,True,"Bathing Water Directive",False,False,False,False,,False
"106","UK",2359,"UKS7616044","Portobello - Central","101","",,False,False,False,26/02/2002,False,False,False,True,"Bathing Water Directive",False,False,False,False,,False
"106","UK",2388,"UKENMI_CM100","RIVER WYE","98","2511",,False,False,False,05/03/2002,False,True,False,False,"",False,False,False,False,,False
"106","UK",2389,"UKENMI_CM101","RIVER DERWENT","98","2512",,False,False,False,05/03/2002,False,True,False,False,"",False,False,False,False,,False
"106","UK",2390,"UKENMI_CM102","River Amber &Tributaries","98","2513",,False,False,False,05/03/2002,False,True,False,False,"",False,False,False,False,,False
"106","UK",2391,"UKENMI_CM103","QUORN LODGE FARM BROOK","98","2514",,False,False,False,05/03/2002,False,True,False,False,"",False,False,False,False,,False
"106","UK",2392,"UKENMI_CM104","River Wreake & Tributaries","98","2515",,False,False,False,05/03/2002,False,True,False,False,"",False,False,False,False,,False
"106","UK",2393,"UKENMI_CM105","River Sence & Tributaries","98","2516",,False,False,False,05/03/2002,False,True,False,False,"",False,False,False,False,,False
"106","AT",1,"AT_RA_1","Austria","96","",13/12/2002,False,False,False,,False,False,False,False,"",False,False,False,False,,True
"106","BE",2,"BE-3","Flemish Region","101","",,False,False,False,01/06/1995,True,True,False,False,"",False,False,False,False,,False
"106","BE",3,"BERI10021RBC","Senne/Zenne","101","",,False,False,False,23/03/1994,True,True,False,False,"",False,False,False,False,,False
"106","BE",4,"BERI10022RW","La Région wallonne","101","",,False,False,False,08/02/2001,True,True,True,False,"",False,False,False,False,,False
"106","DE",5,"DECA_BALTICSEA","Baltic Sea","101","",,False,False,False,01/07/1997,True,True,False,False,"",False,False,False,False,01/01/1999,True
"106","DE",6,"DECA_NORTHSEA","North Sea","101","",,False,False,False,01/07/1997,True,True,False,False,"",False,False,False,False,01/01/1999,True
"106","DE",7,"DELK_BAVARIANLAKES","Bavarian Lakes","101","",,False,False,False,23/08/1992,False,True,False,False,"",False,False,False,False,,False
"106","DE",8,"DENA_DANUBE","Danube","100","",,False,False,False,10/12/1993,False,False,False,False,"",False,False,False,False,,False
"106","EE",9,"EE10","Estonia","97","",01/05/2004,True,True,False,01/05/2004,False,False,False,False,"",False,False,False,False,,False
"106","EE",10,"EE-NA-2005","Normal area of Estonia","100","",,False,False,False,,False,False,False,False,"",False,False,False,False,,False
"106","FI",11,"FI1","FINLAND","97","",01/01/1994,True,True,False,01/01/1994,False,False,False,False,"",False,False,False,False,,False
"106","FR",12,"FR01213","AP-Les eaux littorales du bassin Artois-Picardie","101","",,False,False,False,12/01/2006,True,True,False,False,"",False,False,False,False,01/01/2007,True
"106","FR",13,"FR01214","AP-Les fleuves ctiers du bassin Artois-Picardie","101","",,False,False,False,12/01/2006,True,True,False,False,"",False,False,False,False,01/01/2007,True
"106","FR",14,"FR01215","AP-La Lys","101","",,False,False,False,12/01/2006,True,True,False,False,"",False,False,False,False,,False
"106","FR",15,"FR01216","AP-Escaut, Scarpe, Dele, Sense, Marque et Sambre","101","",,False,False,False,12/01/2006,True,True,False,False,"",False,False,False,False,,False
"106","FR",16,"FR02019","RM-La Meuse","101","",,False,False,False,23/11/1994,True,True,False,False,"",False,False,False,False,01/01/2005,True
"106","FR",17,"FR02020","RM-La Moselle","101","",,False,False,False,23/11/1994,True,True,False,False,"",False,False,False,False,01/01/2005,True
"106","FR",18,"FR02021","RM-Le Rhin","101","",,False,False,False,23/11/1994,True,True,False,False,"",False,False,False,False,01/01/2005,True
"106","FR",19,"FR02022","RM-La Sarre","101","",,False,False,False,23/11/1994,True,True,False,False,"",False,False,False,False,01/01/2005,True
"106","FR",20,"FR03201","SN-Les masses d'eaux littorales de la Manche Ouest et Nord","101","",,False,False,False,23/12/2005,True,True,False,False,"",False,False,False,False,,False
"106","FR",21,"FR03202","SN-Les fleuves ctiers de la baie de Seine en Bse-Normandie","101","",,False,False,False,23/12/2005,True,False,False,False,"",False,False,False,False,,False
"106","FR",22,"FR03203","SN-Les fleuves ctiers de Haute-Normandie","101","",,False,False,False,23/12/2005,True,True,False,False,"",False,False,False,False,,False
"106","FR",23,"FR03204","SN-Les fleuves ctiers de la Manche Ouest et Nord","101","",,False,False,False,23/12/2005,True,True,False,False,"",False,False,False,False,,False
"106","FR",24,"FR03205","SN-La baie de Seine","101","",,False,False,False,23/12/2005,True,True,False,False,"",False,False,False,False,,False
"106","FR",25,"FR03206","SN-Les masses d'eaux littorales du nord de la Hte-Normandie","101","",,False,False,False,23/12/2005,True,True,False,False,"",False,False,False,False,,False
"106","FR",26,"FR03207","SN-Le bassin de la Seine","101","",,False,False,False,23/12/2005,True,True,False,False,"",False,False,False,False,,False
"106","FR",27,"FR03208","SN-La Risle","101","",,False,False,False,23/12/2005,True,True,False,False,"",False,False,False,False,,False
"106","FR",28,"FR03209","SN-La Lzarde","101","",,False,False,False,23/12/2005,True,True,False,False,"",False,False,False,False,,False
"106","FR",29,"FR04201","LB-Ctiers entre Couesnon et Rance","101","",,False,False,False,09/01/2006,True,True,False,False,"",False,False,False,False,,False
"106","FR",30,"FR04202","LB-Ctiers de Bretagne Nord","101","",,False,False,False,09/01/2006,True,True,False,False,"",False,False,False,False,,False
"106","FR",31,"FR04203","LB-L'Elorn","101","",,False,False,False,09/01/2006,True,True,False,False,"",False,False,False,False,,False
"106","FR",32,"FR04204","LB-Ctiers entre Elorn et cap de la Chvre","101","",,False,False,False,09/01/2006,True,True,False,False,"",False,False,False,False,,False
"106","FR",33,"FR04205","LB-Baie de Douarnenez","101","",,False,False,False,09/01/2006,True,True,False,False,"",False,False,False,False,,False
"106","FR",34,"FR04206","LB-Ctiers entre Pointe du Raz et Beg Meil","101","",,False,False,False,09/01/2006,True,True,False,False,"",False,False,False,False,,False
"106","FR",35,"FR04207","LB-Baie de Concarneau","101","",,False,False,False,09/01/2006,True,True,False,False,"",False,False,False,False,,False
"106","FR",36,"FR04208","LB-Ctiers entre Jument et Scorff","101","",,False,False,False,09/01/2006,True,True,False,False,"",False,False,False,False,,False
"106","FR",37,"FR04209","LB-Rade de Lorient et son BV","101","",,False,False,False,09/01/2006,True,True,False,False,"",False,False,False,False,,False
"106","FR",38,"FR04210","LB-Ctiers entre Blavet et Golfe du Morbihan","101","",,False,False,False,09/01/2006,True,True,False,False,"",False,False,False,False,,False
"106","FR",39,"FR04211","LB-Ctiers entre Golfe du Morbihan et Vilaine","101","",,False,False,False,09/01/2006,True,True,False,False,"",False,False,False,False,,False
"106","FR",40,"FR04212","LB-Ctiers entre Vilaine et Loire","101","",,False,False,False,09/01/2006,True,True,False,False,"",False,False,False,False,,False
"106","FR",41,"FR04213","LB-La Loire aval","101","",,False,False,False,09/01/2006,True,True,False,False,"",False,False,False,False,,False
"106","FR",42,"FR04214","LB-Ctiers vendens","101","",,False,False,False,09/01/2006,True,True,False,False,"",False,False,False,False,,False
"106","FR",43,"FR04215","LB-Baie de la Vilaine","101","",,False,False,False,09/01/2006,True,True,False,False,"",False,False,False,False,,False
"106","FR",44,"FR04216","LB-Eaux littorales bretonnes","101","",,False,False,False,09/01/2006,True,True,False,False,"",False,False,False,False,,False
"106","FR",45,"FR04217","LB-La Loire amont","101","",,False,False,False,09/01/2006,True,True,False,False,"",False,False,False,False,,False
"106","FR",46,"FR04218","LB-La Vilaine","101","",,False,False,False,09/01/2006,True,True,False,False,"",False,False,False,False,,False
"106","FR",47,"FR04219","LB-Le Cher","101","",,False,False,False,09/01/2006,True,True,False,False,"",False,False,False,False,,False
"106","FR",48,"FR04220","LB-L'Indre","101","",,False,False,False,09/01/2006,True,True,False,False,"",False,False,False,False,,False
"106","FR",49,"FR04221","LB-La Rance","101","",,False,False,False,09/01/2006,True,True,False,False,"",False,False,False,False,,False
"106","FR",50,"FR04222","LB-La Loire moyenne","101","",,False,False,False,09/01/2006,True,True,False,False,"",False,False,False,False,,False
"106","FR",51,"FR05001","AG-La Rhue amont","101","",,False,False,False,23/11/1994,False,True,False,False,"",False,False,False,False,,False
"106","FR",52,"FR05002","AG-L'Hers mort","101","",,False,False,False,23/11/1994,False,True,False,False,"",False,False,False,False,,False
"106","FR",53,"FR05003","AG-Les cours d'eau gascons","101","",,False,False,False,23/11/1994,False,True,False,False,"",False,False,False,False,,False
"106","FR",54,"FR05004","AG-La rive droite de la Garonne niveau Marmande","101","",,False,False,False,23/11/1994,False,True,False,False,"",False,False,False,False,,False
"106","FR",55,"FR05005","AG-La Cre amont","101","",,False,False,False,23/11/1994,False,True,False,False,"",False,False,False,False,,False
"106","FR",56,"FR05006","AG-La Dordogne amont","101","",,False,False,False,23/11/1994,False,True,False,False,"",False,False,False,False,,False
"106","FR",57,"FR05007","AG-L'Isle moyenne","101","",,False,False,False,23/11/1994,False,True,False,False,"",False,False,False,False,,False
"106","FR",58,"FR05008","AG-La Charente amont","101","",,False,False,False,23/11/1994,False,True,False,False,"",False,False,False,False,,False
"106","FR",59,"FR05009","AG-Le Bassin d'Arcachon, les lacs et tangs littoraux","101","",,False,False,False,23/11/1994,False,True,False,False,"",False,False,False,False,,False
"106","FR",60,"FR05010","AG-La rive gauche de l'Adour","101","",,False,False,False,23/11/1994,False,True,False,False,"",False,False,False,False,,False
"106","FR",61,"FR05011","AG-L'Aveyron","101","",,False,False,False,23/11/1994,False,True,False,False,"",False,False,False,False,,False
"106","FR",62,"FR05012","AG-Les lacs du Haut Agot","101","",,False,False,False,23/11/1994,False,True,False,False,"",False,False,False,False,,False
"106","FR",63,"FR05013","AG-L'Arros","101","",,False,False,False,23/11/1994,False,True,False,False,"",False,False,False,False,,False
"106","FR",64,"FR05014","AG-Le Lot aval","101","",,False,False,False,23/11/1994,False,True,False,False,"",False,False,False,False,,False
"106","FR",65,"FR05015","AG-Rive droite de la Garonne niveau Agen","101","",,False,False,False,23/11/1994,False,True,False,False,"",False,False,False,False,,False
"106","FR",66,"FR05016","AG-Le Tarn aval","101","",,False,False,False,23/11/1994,False,True,False,False,"",False,False,False,False,,False
"106","FR",67,"FR05116","AG-Le Tarn moyen","101","",,False,False,False,31/08/1999,False,True,False,False,"",False,False,False,False,,False
"106","FR",68,"FR06225","RMC-Les tangs Palavasiens et dOr","101","",,False,False,False,22/12/2005,True,True,False,False,"",False,False,False,False,,False
"106","FR",69,"FR06226","RMC-L'�tang de Berre","101","",,False,False,False,22/12/2005,True,True,False,False,"",False,False,False,False,,False
"106","FR",70,"FR06227","RMC-Le Vistre","101","",,False,False,False,22/12/2005,True,True,False,False,"",False,False,False,False,,False
"106","FR",71,"FR06228","RMC-Ltang de Thau","101","",,False,False,False,22/12/2005,True,True,False,False,"",False,False,False,False,,False
"106","FR",72,"FR06229","RMC-La Sane et le Doubs","101","",,False,False,False,22/12/2005,True,True,False,False,"",False,False,False,False,,False
"106","FR",73,"FR06230","RMC-Le Lac L�man","101","",,False,False,False,22/12/2005,True,True,False,False,"",False,False,False,False,,False
"106","FR",74,"FR10101","Runion-Etangs littoraux de la Runion","101","",,False,False,False,31/08/1999,True,True,False,False,"",False,False,False,False,,False
"106","FR",75,"FR10102","Runion-Le milieu marin ctier ouest de La Runion","101","",,False,False,False,31/08/1999,True,True,False,False,"",False,False,False,False,,False
"106","FR",76,"FR10103","Runion-Les masses d'eau terrestre  l'ouest de la Runion","101","",,False,False,False,31/08/1999,True,True,False,False,"",False,False,False,False,,False
"106","LV",81,"LV01","Latvia","97","",22/01/2002,True,True,False,22/01/2002,False,False,False,False,"",False,False,False,False,,False
"106","LV",82,"LV-NA-2005","Normal area of Latvia","100","",,False,False,False,,False,False,False,False,"",False,False,False,False,,False
"106","LT",83,"LT1","Lithuania","97","",01/01/2005,True,True,False,01/01/2005,False,False,False,False,"",False,False,False,False,,False
"106","LT",84,"LT-NA-2005","Normal area of Lithuania","100","",,False,False,False,,False,False,False,False,"",False,False,False,False,,False
"106","LU",85,"LU1","Luxembourg","97","",13/05/1994,True,True,False,13/05/1994,False,False,False,False,"",False,False,False,False,,False
"106","LU",86,"LU-NA-2005","Normal area of Luxembourg","100","",,False,False,False,,False,False,False,False,"",False,False,False,False,,False
"106","NL",87,"NL1","Netherlands","96","",17/06/1993,False,False,False,,False,False,False,False,"",False,False,False,False,12/06/1994,False
"106","PT",88,"PTCM01","Area de influencia de Cavado","98","132",,False,False,False,22/06/2004,False,False,False,True,"75/440/CEE (Coli + NH4+)",False,False,False,False,,False
"106","PT",89,"PTCM02","Area de influencia de Rio Ferreira","98","133",,False,False,False,22/06/2004,False,False,False,True,"75/440/CEE (Coli)",False,False,False,False,,False
"106","PT",90,"PTCM03","Area de influencia de Albufeira do Torrao","98","113",,False,False,False,22/06/2004,False,True,False,True,"75/440/CEE (Coli + NH4+)",False,False,False,False,,False
"106","PT",91,"PTCM04","Area de influencia de Albufeira de Carrapatelo","98","114",,False,False,False,22/06/2004,False,True,False,True,"75/440/CEE (Coli + NH4+)",False,False,False,False,,False
"106","PT",92,"PTCM05","Area de influencia de Albufeira de Miranda","98","115",,False,False,False,22/06/2004,False,True,False,True,"75/440/CEE (Coli)",False,False,False,False,,False
"106","PT",93,"PTCM06","Area de influencia de Albufeira do Pocinho","98","116",,False,False,False,22/06/2004,False,True,False,False,"",False,False,False,False,,False
"106","PT",94,"PTCM07","Area de influencia de Vouga","98","134",,False,False,False,22/06/2004,False,False,False,True,"78/659/CEE (NH4+)",False,False,False,False,,False
"106","PT",95,"PTCM08","Area de influencia de Albufeira da Aguieira","98","117",,False,False,False,22/06/2004,False,True,False,True,"75/440/CEE (NH4+)",False,False,False,False,,False
"106","PT",96,"PTCM09","Area de influencia de Albufeira de Pracana","98","118",,False,False,False,22/06/2004,False,True,False,False,"",False,False,False,False,,False
"106","PT",97,"PTCM10","Area de influencia de Estuario do Mondego","98","138",,False,False,False,22/06/2004,False,False,False,True,"91/492/CEE (Coli)",False,False,False,False,,False
"106","PT",98,"PTCM11","Area de influencia de Nabao","98","135",,False,False,False,22/06/2004,False,False,False,True,"78/659/CEE (NH3 + NH4+)",False,False,False,False,,False
"106","PT",99,"PTCM12","Area de influencia de Tejo/ Vala de Alpiarca","98","136",,False,False,False,22/06/2004,False,False,False,True,"75/440/CEE (Coli)",False,False,False,False,,False
"106","PT",100,"PTCM13","Area de influencia de Lagoa de Obidos","98","139",,False,False,False,22/06/2004,True,False,False,True,"91/492/CEE (Coli)",False,False,False,False,,False
"106","PT",101,"PTCM14","Area de influencia de Trancao","98","137",,False,False,False,22/06/2004,False,False,False,True,"Microbiologia",False,False,False,False,,False
"106","PT",102,"PTCM15","Area de influencia de Estuario do Tejo","98","140",,False,False,False,22/06/2004,False,False,False,True,"91/492/CEE (Coli)",False,False,False,False,,False
"106","PT",103,"PTCM16","Area de influencia de Lagoa de Albufeira","98","141",,False,False,False,22/06/2004,False,False,False,True,"91/492/CEE (Coli)",False,False,False,False,,False
"106","PT",104,"PTCM17","Area de influencia do Esteiro da Marateca","98","142",,False,False,False,22/06/2004,False,False,False,True,"91/492/CEE (Coli)",False,False,False,False,,False
"106","PT",105,"PTCM18","Area de influencia de Canal de Alcacer","98","143",,False,False,False,22/06/2004,False,False,False,True,"91/492/CEE (Coli)",False,False,False,False,,False
"106","PT",106,"PTCM19","Area de influencia de Albufeira do Maranhao","98","119",,False,False,False,22/06/2004,False,True,False,False,"",False,False,False,False,,False
"106","PT",107,"PTCM20","Area de influencia de Albufeira de Alqueva","98","120",,False,False,False,22/06/2004,False,True,False,True,"75/440/CEE (Coli+NH4+)",False,False,False,False,,False
"106","PT",108,"PTCM21","Area de influencia de Albufeira de Vale do Gaio","98","121",,False,False,False,22/06/2004,False,True,False,False,"",False,False,False,False,,False
"106","PT",109,"PTCM22","Area de influencia de Albufeira do Roxo","98","122",,False,False,False,22/06/2004,False,True,False,True,"75/440/CEE (Coli), 78/659/CEE (OD+NH3+ NH4+)",False,False,False,False,,False
"106","PT",110,"PTCM23","Area de influencia de Estuario do Rio Arade","98","144",,False,False,False,22/06/2004,False,False,False,True,"91/492/CEE (Coli)",False,False,False,False,,False
"106","PT",111,"PTCM24","Area de influencia de Lagoa dos Salgados","98","145",,False,False,False,22/06/2004,False,True,False,False,"",False,False,False,False,,False
"106","PT",112,"PTCM25","Area de influencia de Ria Formosa","98","146",,False,False,False,22/06/2004,False,False,False,True,"91/492/CEE (Coli)",False,False,False,False,,False
"106","PT",113,"PTLK03","Albufeira do Torrao","101","",,False,False,False,22/06/2004,False,True,False,True,"75/440/CEE (Coli + NH4+)",False,False,False,False,,False
"106","PT",114,"PTLK04","Albufeira de Carrapatelo","101","",,False,False,False,22/06/2004,False,True,False,True,"75/440/CEE (Coli + NH4+)",False,False,False,False,,False
"106","PT",115,"PTLK05","Albufeira de Miranda","101","",,False,False,False,22/06/2004,False,True,False,True,"75/440/CEE (Coli)",False,False,False,False,,False
"106","UK",2394,"UKENMI_CM106","CARLTON BK.","98","2517",,False,False,False,05/03/2002,False,True,False,False,"",False,False,False,False,,False
"106","UK",2395,"UKENMI_CM130","TRIB OF RIVER TTENT","98","3497",,False,False,False,05/03/2002,False,True,False,False,"",False,False,False,False,,False
"106","UK",2396,"UKENMI_CM131","Badsey Brook & Tributaries","98","3498",,False,False,False,05/03/2002,False,True,False,False,"",False,False,False,False,,False
"106","UK",2397,"UKENMI_CM132","RIVER MEASE & Tributaries","98","3499",,False,False,False,05/03/2002,False,True,False,False,"",False,False,False,False,,False
"106","UK",2398,"UKENMI_CM133","TRIB OF REA BROOK","98","3500",,False,False,False,05/03/2002,False,True,False,False,"",False,False,False,False,,False
"106","UK",2399,"UKENMI_CM135","RIVER STRINE & Tributaries","98","3502",,False,False,False,05/03/2002,False,True,False,False,"",False,False,False,False,,False
"106","UK",2400,"UKENMI_CM137","River Salwarpe & Tributaries","98","3504",,False,False,False,05/03/2002,False,True,False,False,"",False,False,False,False,,False
"106","UK",2401,"UKENMI_CM138","River Tern & Tributaries","98","3505",,False,False,False,05/03/2002,False,True,False,False,"",False,False,False,False,,False
"106","UK",2402,"UKENMI_CM139","River Stour  & Tributaries","98","3506",,False,False,False,05/03/2002,False,True,False,False,"",False,False,False,False,,False
"106","UK",2403,"UKENMI_CM37","River Everesh, Canal & Tributaries","98","3620",,False,False,False,05/03/2002,False,True,False,False,"",False,False,False,False,,False
"106","UK",2404,"UKENMI_CM38","River Teme & Tributaries","98","3621",,False,False,False,05/03/2002,False,True,False,False,"",False,False,False,False,,False
"106","UK",2405,"UKENMI_CM41","River Idle &Tributaries","98","3623",,False,False,False,05/03/2002,False,True,False,False,"",False,False,False,False,,False
"106","UK",2406,"UKS9127123","Black Water","101","",,False,False,False,31/03/2006,False,True,False,False,"NR",False,False,False,False,,False
"106","UK",2407,"UKS9127124","Boyne Burn (including Burn of Corncairn)","101","",,False,False,False,31/03/2006,False,True,False,False,"NR",False,False,False,False,,False
"106","UK",2408,"UKS9127125","Buddon Burn","101","",,False,False,False,31/03/2006,False,True,False,False,"NR",False,False,False,False,,False
"106","UK",2409,"UKS9127126","Burdiehouse Burn","101","",,False,False,False,31/03/2006,False,True,False,False,"NR",False,False,False,False,,False
"106","UK",2410,"UKS9127127","Burrelton Burn","101","",,False,False,False,31/03/2006,False,True,False,False,"NR",False,False,False,False,,False
