"aggState","rptMStateKey","aggID","aggCode","aggName","aggNUTS","aggLatitude","aggLongitude","aggGenerated","bigID","aggCalculation","aggChanges","aggChangesComment","aggPeriodOver","aggC1","aggMethodC1","aggC2","aggMethodC2","aggPercWithoutTreatment","aggMethodWithoutTreatment"
"106","AT",27,"ATAG_1-00000079","Glasing (Mittleres Strem- und Zickenbachtal)",1814,47.0478,16.3659,14000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,100,"15",0,"15",0,"15"
"106","AT",28,"ATAG_1-00000081","Wolfau (Stögersbachtal)",1814,47.2541,16.093,25000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,100,"15",0,"15",0,"15"
"106","AT",29,"ATAG_1-00000093","Lutzmannsburg (Lutzmannsburg - Frankenau)",1812,47.458,16.6613,9000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,100,"15",0,"15",0,"15"
"106","AT",30,"ATAG_1-00000097","Neumarkt (Tauchental)",1814,47.2945,16.2962,10000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,100,"15",0,"15",0,"15"
"106","AT",31,"ATAG_1-00000103","Burg (Tauchental)",1814,47.2039,16.4161,7000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,100,"15",0,"15",0,"15"
"106","AT",32,"ATAG_1-00000110","Tadten",1813,47.7818,16.9861,3000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,100,"15",0,"15",0,"15"
"106","AT",33,"ATAG_1-00000111","Kleinzicken (Tauchertal)",1814,47.2075,16.3233,4000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,100,"15",0,"15",0,"15"
"106","AT",34,"ATAG_1-00000112","Halbturn",1813,47.8781,16.9868,7000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,100,"15",0,"15",0,"15"
"106","AT",35,"ATAG_1-00000133","Heiligenkreuz/Lafnitztal (Bez.Jennersdorf) Lafnitztal-Raabtal",1814,46.9669,16.2568,130000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,100,"15",0,"15",0,"15"
"106","AT",36,"ATAG_1-00000145","Schützen (Neusiedlersee-Westufer)",1813,47.8588,16.6501,66500,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,100,"15",0,"15",0,"15"
"106","AT",37,"ATAG_1-00000153","Hochneukirchen",1817,47.4222,16.2081,2400,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,100,"15",0,"15",0,"15"
"106","AT",38,"ATAG_1-W1","Wimpassing/Leitha",1813,47.9265,16.4384,5000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,100,"15",0,"15",0,"15"
"106","AT",39,"ATAG_2-K1518811R0","Eberndorf (Völkermarkt-Jaunfeld)",1829,46.64,14.6546,46000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,98.76,"15",1.24,"15",0,"15"
"106","AT",40,"ATAG_2-K1543752R0","Kötschach-Mauthen",1828,46.6704,13.0156,7000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,98.76,"15",1.24,"15",0,"15"
"106","AT",41,"ATAG_2-K1590013R0","Guttaring",1829,46.8786,14.5061,2000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,98.76,"15",1.24,"15",0,"15"
"106","AT",42,"ATAG_2-K1597415R0","Straßburg",1829,46.8937,14.3419,2000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,98.76,"15",1.24,"15",0,"15"
"106","AT",43,"ATAG_2-K1608259R0","Hüttenberg",1829,46.9286,14.549,3500,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,98.76,"15",1.24,"15",0,"15"
"106","AT",44,"ATAG_2-K1610301R0","Mölbling (Friesach-Althofen)",1829,46.8613,14.4569,32000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,98.76,"15",1.24,"15",0,"15"
"106","AT",45,"ATAG_2-K1610676R0","St.Georgen/Längsee (St.Veit/Glan)",1829,46.7399,14.3858,65000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,98.76,"15",1.24,"15",0,"15"
"106","AT",46,"ATAG_2-K1620535R0","Obervellach (Mölltal)",1828,46.9197,13.2176,15000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,98.76,"15",1.24,"15",0,"15"
"106","AT",47,"ATAG_2-K1639918R0","Heiligenblut",1828,47.0157,12.8673,8400,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,98.76,"15",1.24,"15",0,"15"
"106","AT",48,"ATAG_2-K1669675R0","Ferndorf",1827,46.724,13.6389,7000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,98.76,"15",1.24,"15",0,"15"
"106","AT",49,"ATAG_2-K1672421R0","Eisenkappel-Vellach",1829,46.5113,14.5798,4000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,98.76,"15",1.24,"15",0,"15"
"106","AT",50,"ATAG_2-K1679698R0","Griffen",1829,46.6993,14.7443,4950,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,98.76,"15",1.24,"15",0,"15"
"106","AT",51,"ATAG_2-K1702940R0","St.Paul/Lavanttal (Mittleres Lavanttal)",1829,46.7365,14.8479,120000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,98.76,"15",1.24,"15",0,"15"
"106","AT",52,"ATAG_2-K1702958R0","Bad St.Leonhard/Lavanttal (Oberes Lavanttal)",1829,46.9331,14.8303,10000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,98.76,"15",1.24,"15",0,"15"
"106","AT",53,"ATAG_2-K1750774R0","St.Kanzian/Klopeiner See",1829,46.6214,14.5872,25000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,98.76,"15",1.24,"15",0,"15"
"106","AT",54,"ATAG_2-K1756402R0","Krems/Kärnten",1828,46.977,13.7097,4000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,98.76,"15",1.24,"15",0,"15"
"106","AT",55,"ATAG_2-K1762568R0","Winklern",1828,46.861,12.8943,2400,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,98.76,"15",1.24,"15",0,"15"
"106","AT",56,"ATAG_2-K1822227R0","Weißenstein (Unters Drautal)",1827,46.6718,13.7296,23000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,98.76,"15",1.24,"15",0,"15"
"106","AT",57,"ATAG_2-K1822657R0","Tainach (Völkermarkt-Jaunfeld)",1829,46.6231,14.5531,2000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,98.76,"15",1.24,"15",0,"15"
"106","AT",58,"ATAG_2-K1842816R0","Lavamünd",1829,46.6176,14.976,4000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,98.76,"15",1.24,"15",0,"15"
"106","AT",59,"ATAG_2-K1843518R0","Arnoldstein (Unteres Gailtal)",1827,46.5839,13.6194,7835,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,98.76,"15",1.24,"15",0,"15"
"106","AT",60,"ATAG_2-K1859107R0","Gallizien (Völkermarkt-Jaunfeld)",1829,46.5688,14.5056,2550,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,98.76,"15",1.24,"15",0,"15"
"106","AT",61,"ATAG_2-K1928170","Ruden",1829,46.6651,14.8396,2000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,98.76,"15",1.24,"15",0,"15"
"106","AT",62,"ATAG_2-K1931629","Klagenfurt (Wörthersee Ost)",1827,46.6068,14.3338,300000,981,"treatment capacity of plant as indication for generated load","122","",31/12/2005,98.76,"15",1.24,"15",0,"15"
"106","AT",63,"ATAG_2-K1933251","Irschen",1828,46.7399,13.0248,3100,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,98.76,"15",1.24,"15",0,"15"
"106","AT",64,"ATAG_2-K1933309","Großkirchheim",1828,46.9501,12.8997,2250,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,98.76,"15",1.24,"15",0,"15"
"106","AT",65,"ATAG_2-K1933909","Poggersdorf",1827,46.6424,14.427,6500,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,98.76,"15",1.24,"15",0,"15"
"106","AT",66,"ATAG_2-K1939137","Steindorf (Ossiacher See)",1828,46.7123,14.0823,50000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,98.76,"15",1.24,"15",0,"15"
"106","AT",67,"ATAG_2-K1939997","Villach",1827,46.6123,13.8781,200000,982,"treatment capacity of plant as indication for generated load","122","",31/12/2005,98.76,"15",1.24,"15",0,"15"
"106","AT",68,"ATAG_2-K1943810","Rennweg/Katschberg",1828,46.9896,13.6229,3750,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,98.76,"15",1.24,"15",0,"15"
"106","AT",69,"ATAG_2-K1944050","Rosegg (Wörthersee West)",1827,46.5748,14.0241,44000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,98.76,"15",1.24,"15",0,"15"
"106","AT",70,"ATAG_2-K1949374","Baldramsdorf (Millstätter See)",1828,46.7802,13.5193,110000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,98.76,"15",1.24,"15",0,"15"
"106","AT",71,"ATAG_2-K1949430","Hermagor-Pressegger See (Karnische Region)",1828,46.6107,13.4916,22000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,98.76,"15",1.24,"15",0,"15"
"106","AT",72,"ATAG_2-K1950728","Feistritz/Rosental",1827,46.5344,14.2043,3750,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,98.76,"15",1.24,"15",0,"15"
"106","AT",73,"ATAG_2-K1950736","Ferlach",1827,46.5427,14.3059,10000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,98.76,"15",1.24,"15",0,"15"
"106","AT",74,"ATAG_2-K1950740","Grafenstein (Völkermarkt-Jaunfeld)",1827,46.6055,14.4875,2750,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,98.76,"15",1.24,"15",0,"15"
"106","AT",75,"ATAG_2-K1950745","Ludmannsdorf",1827,46.5389,14.1904,3000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,98.76,"15",1.24,"15",0,"15"
"106","AT",76,"ATAG_2-K2307771","Brückl (Görtschitztal)",1829,46.7388,14.5344,7500,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,98.76,"15",1.24,"15",0,"15"
"106","AT",77,"ATAG_3-10","Hollabrunn",1820,48.5491,16.0739,30000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",78,"ATAG_3-1022","Guntramsdorf",1822,48.043,16.3351,27000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",79,"ATAG_3-1029","Lassee",1821,48.2138,16.8302,3700,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",80,"ATAG_3-104","Raum Amstetten (Amstetten-Schönbichl)",1816,48.1098,14.8957,150000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",81,"ATAG_3-105","Raum St. Andrä-Wördern (St. Andrä/Wördern-Wördern)",1821,48.3413,16.2168,20000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",82,"ATAG_3-1050","Raum Laa/Thaya (Laa/Thaya-Laa/Thaya)",1820,48.7313,16.3933,20800,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",83,"ATAG_3-106","Grafenwörth-Fels/Wagram (Grafenwörth-St. Johann)",1821,48.4001,15.8017,15000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",84,"ATAG_3-107","Atzenbrugg",1821,48.2927,15.9138,3500,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",85,"ATAG_3-108","Wieselburg",1816,48.1389,15.1539,64500,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",86,"ATAG_3-1084","St. Aegyd/Neuwalde",1817,47.8754,15.6005,3500,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",87,"ATAG_3-109","Haag",1816,48.1151,14.5466,8000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",88,"ATAG_3-11","Raum Schwechat (Schwechat-Mannswörth)",1822,48.1349,16.5431,325000,986,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",89,"ATAG_3-112","Zwentendorf/Donau",1821,48.3454,15.9211,8000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",90,"ATAG_3-1127","Waidhofen/Thaya",1819,48.8202,15.2975,16000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",91,"ATAG_3-113","Gaming (Kienberg)",1816,47.9418,15.1088,5500,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",92,"ATAG_3-114","Gaming (Lackenhof)",1816,47.8722,15.1399,3000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",93,"ATAG_3-119","Raum Krems (Krems-Weinzierl)",1819,48.402,15.6623,275000,983,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",94,"ATAG_3-120","Raum Wolkersdorf (Pillichsdorf-Pillichsdorf)",1821,48.3586,16.5591,15000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",95,"ATAG_3-121","Deutsch-Wagram",1821,48.2938,16.5586,12000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",96,"ATAG_3-122","Marchegg",1821,48.2541,16.9238,4200,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",97,"ATAG_3-124","Raum St. Peter in der Au (Oberes Urltal)",1816,48.0586,14.7065,16000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",98,"ATAG_3-125","Hollenstein/Ybbs",1816,47.8101,14.7674,3000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",99,"ATAG_3-127","Ziersdorf",1820,48.5294,15.9438,11000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",100,"ATAG_3-128","Wallsee-Sindelburg",1816,48.168,14.724,2700,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",101,"ATAG_3-130","Waidhofen/Ybbs",1816,47.972,14.7614,31000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",102,"ATAG_3-132","Raum Korneuburg (Korneuburg-Korneuburg)",1821,48.3327,16.3335,40000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",103,"ATAG_3-134","Raum Strasshof (Markgrafneusiedl-Markgrafneusiedl)",1821,48.2593,16.6538,30000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",104,"ATAG_3-135","Weikendorf",1821,48.3445,16.7817,3000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",105,"ATAG_3-136","Ravelsbach-Maissau (Ravelsbach-Gaindorf)",1820,48.5545,15.8881,4108,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",106,"ATAG_3-137","Allentsteig",1819,48.7228,15.3283,7500,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",107,"ATAG_3-141","Ardagger",1816,48.1872,14.8331,4500,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",108,"ATAG_3-142","Groß-Enzersdorf",1821,48.1791,16.5492,144000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",109,"ATAG_3-145","Raum Böheimkirchen (Oberes Perschlingtal)",1818,48.2388,15.7569,15300,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",110,"ATAG_3-146","Hohenreich",1819,48.7757,15.0159,2650,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",111,"ATAG_3-15","Gresten-Land",1816,47.9923,15.0227,4000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",112,"ATAG_3-150","Stockerau-Leitzersdorf (Stockerau-Oberzögersdorf)",1821,48.3848,16.2298,30000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",113,"ATAG_3-152","Raum Ulrichskirchen-Schleinbach (Ulrichskirchen-Schleinbach-Ulrichskirchen)",1821,48.3947,16.5006,7000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",114,"ATAG_3-154","Wildendürnbach",1820,48.7562,16.489,5000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",115,"ATAG_3-155","Hausbrunn",1820,48.6201,16.8393,3000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",116,"ATAG_3-157","Rabensburg",1820,48.6424,16.9101,2000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",117,"ATAG_3-159","Poysdorf",1820,48.6527,16.6886,19800,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",118,"ATAG_3-162","Raum Obergrafendorf (Pielach-, Siernitz- und Kremnitztal)",1816,48.2124,15.4995,30000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",120,"ATAG_3-167","Untersiebenbrunn",1821,48.2518,16.756,2000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",121,"ATAG_3-176","Ybbsitz",1816,47.9411,14.8514,5000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",122,"ATAG_3-18","Litschau",1819,48.9456,15.0445,6750,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",119,"ATAG_3-166","Raum Hohenruppersdorf (Matzen-Raggendorf-Kleinharras) oder Raum Hohenruppersdorf (Kleinharraserbach)",1821,48.4597,16.6239,6000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",123,"ATAG_3-180","Haidershofen",1816,48.1026,14.4773,4700,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",124,"ATAG_3-182","Raum Gloggnitz (Oberes Schwarzatal)",1817,47.6758,15.9613,40000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",125,"ATAG_3-184","Alland",1822,48.042,16.1021,5000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",126,"ATAG_3-187","St. Valentin",1816,48.1811,14.538,15000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",127,"ATAG_3-189","Münchendorf",1822,48.0403,16.3944,3100,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",128,"ATAG_3-194","Petronell-Carnuntum",1822,48.1174,16.8665,3000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",129,"ATAG_3-2","Gramatneusiedl-Mitterndorf (Fischatal)",1822,48.0249,16.5022,7000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",130,"ATAG_3-212","Dürnkrut",1820,48.4672,16.8635,3700,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",131,"ATAG_3-214","EHZ Lassee (Lassee-Lassee)",1821,48.2203,16.8654,2000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",132,"ATAG_3-219","Obersiebenbrunn",1821,48.2674,16.7137,2500,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",133,"ATAG_3-220","Orth/Donau",1821,48.1464,16.722,2550,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",134,"ATAG_3-221","Raum Sulz (Velm/Götzendorf-Götzendorf) oder „Raum Sulz (Sulzbach)“",1821,48.4659,16.8095,4000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",135,"ATAG_3-238","Kirchberg/Walde",1819,48.7408,15.0837,2250,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",136,"ATAG_3-243","Hürm",1816,48.157,15.4207,2000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",137,"ATAG_3-244","Raum Neusiedl (Unteres Zayatal)",1820,48.5904,16.8328,9000,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
"106","AT",138,"ATAG_3-25","Pottendorf-Ebenfurth (Pottendorf-Pottendorf)",1822,47.9115,16.4018,8500,,"treatment capacity of plant as indication for generated load","122","",31/12/2005,99.54,"15",0.46,"15",0,"15"
