"dcpState","rptMStateKey","dcpID","uwwID","dcpCode","dcpName","dcpNuts","dcpLatitude","dcpLongitude","dcpWaterBodyType","dcpIrrigation","dcpTypeOfReceivingArea","rcaID","dcpSurfaceWaters","dcpWaterbodyID","dcpNotAffect","dcpMSProvide","dcpCOMAccept","dcpGroundWater","dcpReceivingWater","dcpWFDSubUnit","dcpWFDRBD","dcpRemarks","dcpWFDRBDReferenceDate","dcpWaterBodyReferenceDate","dcpGroundWaterReferenceDate","dcpReceivingWaterReferenceDate","dcpWFDSubUnitReferenceDate"
"106","DE",2969,1781,"DEDP_BW2375100000089","Neckar",2029,48.42099,8.63735,"115","","101",6,"123","DE_BW_4-01","","","","","","","DE_2000","",,,,,
"106","CY",16070,14786,"CY501-DisPoint","Kyperounda land",1970,34.93376,32.98102,"117","57","100",,"123","","","","","","","","","",,,,,
"106","CY",16071,14787,"CY502-DisPoint","Platres land",1970,34.87734,32.86128,"117","57","100",,"123","","","","","","","","","",,,,,
"106","CY",16072,14788,"CY503-DisPoint","Agros land",1970,34.91201,33.01887,"117","57","100",,"123","","","","","","","","","",,,,,
"106","CY",16073,14789,"CY51-DispointA","Coastal waters",1970,34.70675,33.21108,"113","","100",,"123","CY_16-C2","","","","","","","","",,,,,
"106","DE",2896,1708,"DEDP_BW2215100000002","Neckarkanal",2022,49.43554,8.649779,"115","","101",6,"123","DE_BW_4-05","","","","","","","DE_2000","",,,,,
"106","DE",2897,1709,"DEDP_BW2225100000001","Rhein",2023,49.57529,8.42525,"115","","101",6,"123","DE_BW_3-or6","","","","","","","DE_2000","",,,,,
"106","DE",2898,1710,"DEDP_BW2255100000005","Billbach",2024,49.53353,9.309172,"115","","101",6,"123","DE_BW_51-02","","","","","","","DE_2000","",,,,,
"106","DE",2899,1711,"DEDP_BW2255100000010","Neckar",2024,49.31418,9.137392,"115","","101",6,"123","DE_BW_4-05","","","","","","","DE_2000","",,,,,
"106","DE",2900,1712,"DEDP_BW2255100000013","NN/Elz",2024,49.45203,9.211426,"115","","101",6,"123","DE_BW_49-01","","","","","","","DE_2000","",,,,,
"106","DE",2901,1713,"DEDP_BW2255100000017","Mudbach, Mud (Mudau)",2024,49.54766,9.209491,"115","","101",6,"123","DE_BW_51-02","","","","","","","DE_2000","",,,,,
"106","DE",2902,1714,"DEDP_BW2255100000020","Neckar",2024,49.4027,9.063446,"115","","101",6,"123","DE_BW_4-05","","","","","","","DE_2000","",,,,,
"106","DE",2903,1715,"DEDP_BW2255100000027","Seckach",2024,49.43711,9.350327,"115","","101",6,"123","DE_BW_48-04","","","","","","","DE_2000","",,,,,
"106","DE",2904,1716,"DEDP_BW2255100000029","NN/Höllbach",2024,49.46971,9.08071,"115","","101",6,"123","DE_BW_49-02","","","","","","","DE_2000","",,,,,
"106","DE",2905,1717,"DEDP_BW2255100000031","Marsbach",2024,49.59623,9.355132,"115","","101",6,"123","DE_BW_51-02","","","","","","","DE_2000","",,,,,
"106","DE",2906,1718,"DEDP_BW2255100000038","Elz",2024,49.40276,9.207453,"115","","101",6,"123","DE_BW_49-01","","","","","","","DE_2000","",,,,,
"106","DE",2907,1719,"DEDP_BW2255100000039","Elz",2024,49.37619,9.159804,"115","","101",6,"123","DE_BW_49-01","","","","","","","DE_2000","",,,,,
"106","AT",203,203,"ATDP_3-476","DP_ARA GV Altenmarkt an der Triesting - Kaumberg 3105 BN",1817,48.0112,16.0103,"115","","97",,"123","ATOK05001500","","","","","","","","",,,,,
"106","AT",204,204,"ATDP_3-477","DP_ARA GAV Ruprechtshofen - St. Leonhard / F. 2531 ME",1816,48.1523,15.2614,"115","","97",,"123","ATOK05000108","","","","","","","","",,,,,
"106","AT",205,205,"ATDP_3-49","DP_ARA Himberg 1948 WU",1822,48.0927,16.4395,"115","","97",,"123","ATOK02003000","","","","","","","","",,,,,
"106","AT",206,206,"ATDP_3-51","DP_ARA GV Abwasserbeseitigung Raum Pöchlarn 2840 ME",1816,48.2216,15.261,"115","","97",,"123","ATOK05000108","","","","","","","","",,,,,
"106","AT",207,207,"ATDP_3-52","DP_ARA AV Anzbach-Laabental 2531 PL",1818,48.2243,15.921,"115","","97",,"123","ATOK05000118","","","","","","","","",,,,,
"106","AT",208,208,"ATDP_3-55","DP_ARA Wiental-Sammelkanal GmbH 901 WU",1821,48.1856,16.125,"115","","97",,"123","ATOK05017605","","","","","","","","",,,,,
"106","AT",209,209,"ATDP_3-58","DP_ARA Emmersdorf 2480 ME",1816,48.2492,15.3552,"115","","97",,"123","ATOK05000108","","","","","","","","",,,,,
"106","AT",210,210,"ATDP_3-6","DP_ARA Abwasserverband Ybbsfeld 2726 ME",1816,48.1698,15.0921,"115","","97",,"123","ATOK05000108","","","","","","","","",,,,,
"106","AT",211,211,"ATDP_3-608","DP_ARA Ernsthofen 3154 AM",1816,48.1445,14.4739,"115","","97",,"123","ATOK05000103","","","","","","","","",,,,,
"106","AT",212,212,"ATDP_3-609","DP_ARA Ferschnitz 3053 AM",1816,48.1,15.0013,"115","","97",,"123","ATOK05000103","","","","","","","","",,,,,
"106","AT",213,213,"ATDP_3-61","DP_ARA Gablitz 831 WU",1821,48.2177,16.1666,"115","","97",,"123","ATOK05007400","","","","","","","","",,,,,
"106","AT",214,214,"ATDP_3-63","DP_ARA Seibersdorf 1832 BN",1822,47.9423,16.4954,"115","","97",,"123","ATOK05000108","","","","","","","","",,,,,
"106","AT",215,215,"ATDP_3-643","DP_ARA AV Großraum Bruck/Leitha - Neusiedl/See 1364 BL",1822,48.0312,16.8295,"115","","97",,"123","ATOK05000122","","","","","","","","",,,,,
"106","AT",216,216,"ATDP_3-65","DP_ARA GAV Ennsdorf-St.Pantaleon 3034 AM",1816,48.2307,14.5375,"115","","97",,"123","ATOK05000108","","","","","","","","",,,,,
"106","AT",217,217,"ATDP_3-67","DP_ARA Großkrut 2112 MI",1820,48.6384,16.7358,"115","","97",,"123","ATOK05015310","","","","","","","","",,,,,
"106","AT",218,218,"ATDP_3-682","DP_ARA GAV Oberes Zayatal 2356 MI",1820,48.5769,16.5114,"115","","97",,"123","ATOK05000103","","","","","","","","",,,,,
"106","AT",219,219,"ATDP_3-683","DP_ARA MG Herrnbaumgarten 2291 MI",1820,48.6997,16.7036,"115","","97",,"123","ATOK05000101","","","","","","","","",,,,,
"106","AT",220,220,"ATDP_3-686","DP_ARA Schrattenberg 2279 MI",1820,48.7178,16.738,"115","","97",,"123","ATOK05000108","","","","","","","","",,,,,
"106","AT",221,221,"ATDP_3-687","DP_ARA Stronsdorf 2270 MI",1820,48.6591,16.2928,"115","","97",,"123","ATOK05013306","","","","","","","","",,,,,
"106","AT",222,222,"ATDP_3-689","DP_ARA Rastenfeld 3382 KR",1819,48.595,15.3406,"115","","97",,"123","ATOK05000108","","","","","","","","",,,,,
"106","AT",223,223,"ATDP_3-7","DP_ARA GV Abwasserreinigung im südlichen Waldviertel 2724 ME",1816,48.2195,15.2371,"115","","97",,"123","ATOK05000108","","","","","","","","",,,,,
"106","AT",224,224,"ATDP_3-70","DP_ARA Prottes 1241 GF",1821,48.3745,16.7426,"115","","97",,"123","ATOK05016302","","","","","","","","",,,,,
"106","AT",225,225,"ATDP_3-701","DP_ARA Göstling 1640 SB",1816,47.8128,14.9306,"115","","97",,"123","ATOK05000102","","","","","","","","",,,,,
"106","AT",226,226,"ATDP_3-705","DP_ARA GAV Drasenhofen 981 MI",1820,48.7664,16.6605,"115","","97",,"123","ATOK05012100","","","","","","","","",,,,,
"106","AT",227,227,"ATDP_3-707","DP_ARA Angern an der March 3490 GF",1821,48.3612,16.8424,"115","","97",,"123","ATOK02002900","","","","","","","","",,,,,
"106","AT",228,228,"ATDP_3-708","DP_ARA GAV Krumau - Pölla 4085 ZT",1819,48.6141,15.4967,"115","","97",,"123","ATOK05000107","","","","","","","","",,,,,
"106","AT",229,229,"ATDP_3-71","DP_ARA Hohenau a.d. March 330 GF",1820,48.6072,16.9161,"115","","97",,"123","ATOK05000108","","","","","","","","",,,,,
"106","AT",230,230,"ATDP_3-713","DP_ARA GAV Aspang - Feistritz 4634 NK",1817,47.5948,16.1142,"115","","97",,"123","ATOK05000108","","","","","","","","",,,,,
"106","AT",231,231,"ATDP_3-72","DP_ARA Zistersdorf 1187 GF",1820,48.5473,16.7822,"115","","97",,"123","ATOK05000103","","","","","","","","",,,,,
"106","AT",232,232,"ATDP_3-720","DP_ARA Eckartsau 3646 GF",1821,48.122,16.778,"115","","97",,"123","ATOK05000120","","","","","","","","",,,,,
"106","AT",233,233,"ATDP_3-728","DP_ARA GAV Gmoosbach 1426 HL",1820,48.6002,16.0868,"115","","97",,"123","ATOK04083301","","","","","","","","",,,,,
"106","AT",234,234,"ATDP_3-729","DP_ARA GAV Mittlerer Weidenbach 3666 GF",1821,48.3635,16.711,"115","","97",,"123","ATOK05000102","","","","","","","","",,,,,
"106","AT",235,235,"ATDP_3-730","DP_ARA GAV Mittleres Pittental 4635 NK",1817,47.6878,16.1328,"115","","97",,"123","ATOK05000118","","","","","","","","",,,,,
"106","AT",236,236,"ATDP_3-731","DP_ARA GAV Mittleres Schmidatal",1821,48.443,15.9907,"115","","97",,"123","ATOK05000108","","","","","","","","",,,,,
"106","AT",237,237,"ATDP_3-733","DP_ARA GAV Taschlbach 2326 MI",1820,48.5411,16.5118,"115","","97",,"123","ATOK05000108","","","","","","","","",,,,,
"106","AT",238,238,"ATDP_3-749","DP_ARA Karlstein 1475 WT",1819,48.8789,15.4168,"115","","97",,"123","ATOK05001300","","","","","","","","",,,,,
"106","AT",239,239,"ATDP_3-757","DP_ARA AV Lainsitz 2479 GD",1819,48.7962,14.9584,"115","","97",,"123","ATOK02005104","","","","","","","","",,,,,
"106","AT",240,240,"ATDP_3-764","DP_ARA Mistelbach 84 MI",1820,48.5706,16.6134,"115","","97",,"123","ATOK05000101","","","","","","","","",,,,,
"106","AT",241,241,"ATDP_3-77","DP_ARA Gänserndorf 320 GF",1821,48.348,16.7358,"115","","97",,"123","ATOK02003400","","","","","","","","",,,,,
"106","AT",242,242,"ATDP_3-772","DP_ARA GAV Oberer Weidenbach 3712 GF",1821,48.4383,16.6105,"115","","97",,"123","ATOK05000108","","","","","","","","",,,,,
"106","AT",243,243,"ATDP_3-79","DP_ARA Absdorf 641 TU",1821,48.4033,15.9912,"115","","97",,"123","ATOK05017601","","","","","","","","",,,,,
"106","AT",244,244,"ATDP_3-80","DP_ARA Lunz am See 1605 SB",1816,47.8555,15.0217,"115","","97",,"123","ATOK05000108","","","","","","","","",,,,,
"106","AT",245,245,"ATDP_3-804","DP_ARA Frankenfels",1818,47.9875,15.3494,"115","","97",,"123","ATOK05013300","","","","","","","","",,,,,
"106","AT",246,246,"ATDP_3-805","DP_ARA Heiligenkreuz 1569 BN",1822,48.02,16.1842,"115","","97",,"123","ATOK04100000","","","","","","","","",,,,,
"106","AT",247,247,"ATDP_3-81","DP_ARA Retz 1131 HL",1820,48.7576,15.9629,"115","","97",,"123","ATOK05001400","","","","","","","","",,,,,
"106","AT",248,248,"ATDP_3-810","DP_ARA GAV Wagram - Nördliches Tullnerfeld 1587 TU",1821,48.3761,15.8753,"115","","97",,"123","ATOK05000116","","","","","","","","",,,,,
"106","AT",249,249,"ATDP_3-812","DP_ARA WVG Bad Schönau - Krumbach 3777 WB",1817,47.5058,16.241,"115","","97",,"123","ATOK05001200","","","","","","","","",,,,,
"106","AT",250,250,"ATDP_3-813","DP_ARA Vitis 1146 WT",1819,48.7526,15.1906,"115","","97",,"123","ATOK05000101","","","","","","","","",,,,,
"106","AT",251,251,"ATDP_3-814","DP_ARA Leopoldsdorf im Marchfelde 3587 GF",1821,48.2319,16.7088,"115","","97",,"123","ATOK05000108","","","","","","","","",,,,,
"106","AT",252,252,"ATDP_3-815","DP_ARA Engelhartstetten 1340 GF",1821,48.1877,16.8946,"115","","97",,"123","ATOK05000108","","","","","","","","",,,,,
"106","AT",253,253,"ATDP_3-828","DP_ARA GAV Sierndorf-Göllersdorf 1369 KO",1821,48.4205,16.1666,"115","","97",,"123","ATOK05000108","","","","","","","","",,,,,
"106","AT",254,254,"ATDP_3-829","DP_ARA GAV Unteres Schmidatal 1399 KO",1821,48.3363,16.0993,"115","","97",,"123","ATOK05000102","","","","","","","","",,,,,
"106","AT",255,255,"ATDP_3-830","DP_ARA Harmannsdorf 1435 KO",1821,48.3804,16.3707,"115","","97",,"123","ATOK05002700","","","","","","","","",,,,,
"106","AT",256,256,"ATDP_3-84","DP_ARA Mank 2593 ME",1816,48.1186,15.3342,"115","","97",,"123","ATOK05000101","","","","","","","","",,,,,
"106","AT",257,257,"ATDP_3-842","DP_ARA GAV Östliches Tullnerfeld in Königstetten1671 TU",1821,48.3155,16.1568,"115","","97",,"123","ATOK05000108","","","","","","","","",,,,,
"106","AT",258,258,"ATDP_3-843","DP_ARA Haringsee 3692 GF",1821,48.2066,16.7754,"115","","97",,"123","ATOK05000108","","","","","","","","",,,,,
"106","AT",259,259,"ATDP_3-845","DP_ARA Jedenspeigen 3491 GF",1820,48.4924,16.8908,"115","","97",,"123","ATOK02004200","","","","","","","","",,,,,
"106","AT",260,260,"ATDP_3-848","DP_ARA GAV Eggenburg - Röschitz 1236 HO",1819,48.6595,15.9057,"115","","97",,"123","ATOK02002900","","","","","","","","",,,,,
"106","AT",261,261,"ATDP_3-85","DP_ARA Purkersdorf 2090 WU",1821,48.2067,16.196,"115","","97",,"123","ATOK05017601","","","","","","","","",,,,,
"106","AT",262,262,"ATDP_3-850","DP_ARA GAV Maignerbach 1260 HO",1819,48.6771,15.8186,"115","","97",,"123","ATOK05000117","","","","","","","","",,,,,
"106","AT",263,263,"ATDP_3-851","DP_ARA GAV Langenlois - Schönberg 3373 KR",1819,48.4703,15.706,"115","","97",,"123","ATOK05000108","","","","","","","","",,,,,
"106","AT",1,1,"ATDP_1-00000001","DP_Andau",1813,47.7792,17.0504,"115","","97",,"123","ATOK010025100","","","","","","","","",,,,,
"106","AT",2,2,"ATDP_1-00000005","DP_Deutschkreutz",1812,47.5949,16.6416,"115","","97",,"123","ATOK02004900","","","","","","","","",,,,,
"106","AT",3,3,"ATDP_1-00000006","DP_Deutsch Schützen",1814,47.1375,16.4477,"115","","97",,"123","ATOK010014901","","","","","","","","",,,,,
"106","AT",4,4,"ATDP_1-00000010","DP_Eisenstadt",1813,47.832,16.5442,"115","","97",,"123","ATOK02004900","","","","","","","","",,,,,
"106","AT",5,5,"ATDP_1-00000013","DP_Frauenkirchen",1813,47.8274,16.9243,"121","56","97",,"122","","","","","ATGK0100134","","","","",,,,,
"106","AT",6,6,"ATDP_1-00000015","DP_Gattendorf",1813,48.0121,16.9943,"115","","97",,"123","ATOK02003000","","","","","","","","",,,,,
"106","AT",7,7,"ATDP_1-00000016","DP_Gols",1813,47.8867,16.9211,"115","","97",,"123","ATOK05003800","","","","","","","","",,,,,
"106","AT",8,8,"ATDP_1-00000018","DP_Nebersdorf",1812,47.5105,16.5684,"115","","97",,"123","ATOK02003600","","","","","","","","",,,,,
"106","AT",9,9,"ATDP_1-00000020","DP_Heiligenbrunn",1814,47.0126,16.4528,"115","","97",,"123","ATOK05001900","","","","","","","","",,,,,
"106","AT",10,10,"ATDP_1-00000027","DP_Jois",1813,47.9534,16.7936,"115","","97",,"123","ATOK010500200","","","","","","","","",,,,,
"106","AT",11,11,"ATDP_1-00000030","DP_Klostermarienberg",1812,47.4243,16.5814,"115","","97",,"123","ATOK02004200","","","","","","","","",,,,,
"106","AT",12,12,"ATDP_1-00000036","DP_Mischendorf",1814,47.1951,16.3259,"115","","97",,"123","ATOK02004900","","","","","","","","",,,,,
"106","AT",13,13,"ATDP_1-00000040","DP_Neufeld/Leitha",1817,47.8818,16.3854,"115","","97",,"123","ATOK02004201","","","","","","","","",,,,,
"106","AT",14,14,"ATDP_1-00000042","DP_Nikitsch",1812,47.5317,16.6705,"115","","97",,"123","ATOK010028800","","","","","","","","",,,,,
"106","AT",15,15,"ATDP_1-00000044","DP_Oberpullendorf",1812,47.4876,16.5304,"115","","97",,"123","ATOK02003700","","","","","","","","",,,,,
"106","AT",16,16,"ATDP_1-00000050","DP_Riedlingsdorf",1814,47.3295,16.1494,"115","","97",,"123","ATOK05000121","","","","","","","","",,,,,
"106","AT",17,17,"ATDP_1-00000051","DP_Podersdorf",1813,47.8642,16.8409,"115","","97",,"123","ATOK010500200","","","","","","","","",,,,,
"106","AT",18,18,"ATDP_1-00000055","DP_Rechnitz",1814,47.3019,16.4553,"115","","97",,"123","ATOK02004900","","","","","","","","",,,,,
"106","AT",19,19,"ATDP_1-00000057","DP_Siget in d. Wart",1814,47.2538,16.2788,"115","","97",,"123","ATOK010016804","","","","","","","","",,,,,
"106","AT",20,20,"ATDP_1-00000060","DP_Schandorf",1814,47.2385,16.4212,"115","","97",,"123","ATOK05000121","","","","","","","","",,,,,
"106","AT",21,21,"ATDP_1-00000061","DP_Schattendorf",1813,47.7145,16.5211,"115","","97",,"123","ATOK02003000","","","","","","","","",,,,,
"106","AT",22,22,"ATDP_1-00000064","DP_Bocksdorf",1814,47.1391,16.1837,"115","","97",,"123","ATOK05000121","","","","","","","","",,,,,
"106","AT",23,23,"ATDP_1-00000066","DP_St.Andrä",1813,47.7855,16.9212,"115","","97",,"123","ATOK010500000","","","","","","","","",,,,,
"106","AT",24,24,"ATDP_1-00000074","DP_Wulkaprodersdorf",1813,47.8003,16.5183,"115","","97",,"123","ATOK010019402","","","","","","","","",,,,,
"106","AT",25,25,"ATDP_1-00000077","DP_Pamhagen",1813,47.7145,16.8848,"115","","97",,"123","ATOK010025100","","","","","","","","",,,,,
"106","AT",26,26,"ATDP_1-00000078","DP_Nickelsdorf",1813,47.9444,17.0904,"115","","97",,"123","ATOK010007322","","","","","","","","",,,,,
"106","AT",27,27,"ATDP_1-00000079","DP_Glasing",1814,47.0478,16.3659,"115","","97",,"123","ATOK05000121","","","","","","","","",,,,,
"106","AT",28,28,"ATDP_1-00000081","DP_Wolfau",1814,47.2541,16.093,"115","","97",,"123","ATOK05000121","","","","","","","","",,,,,
"106","AT",29,29,"ATDP_1-00000093","DP_Lutzmannsburg",1812,47.458,16.6613,"115","","97",,"123","ATOK05003800","","","","","","","","",,,,,
"106","AT",30,30,"ATDP_1-00000097","DP_Neumarkt im Tauchental",1814,47.2945,16.2962,"115","","97",,"123","ATOK02003600","","","","","","","","",,,,,
"106","AT",31,31,"ATDP_1-00000103","DP_Burg",1814,47.2039,16.4161,"115","","97",,"123","ATOK05001900","","","","","","","","",,,,,
"106","AT",32,32,"ATDP_1-00000110","DP_Tadten",1813,47.7818,16.9861,"115","","97",,"123","ATOK010025100","","","","","","","","",,,,,
"106","AT",33,33,"ATDP_1-00000111","DP_Kleinzicken",1814,47.2075,16.3233,"115","","97",,"123","ATOK05000121","","","","","","","","",,,,,
"106","AT",34,34,"ATDP_1-00000112","DP_Halbturn",1813,47.8781,16.9868,"121","56","97",,"122","","","","","ATGK0100134","","","","",,,,,
"106","AT",35,35,"ATDP_1-00000133","DP_Heiligenkreuz",1814,46.9669,16.2568,"115","","97",,"123","ATOK05001900","","","","","","","","",,,,,
"106","AT",36,36,"ATDP_1-00000145","DP_Schützen",1813,47.8588,16.6501,"115","","97",,"123","ATOK05001701","","","","","","","","",,,,,
"106","AT",37,37,"ATDP_1-00000153","DP_Hochneukirchen",1817,47.4222,16.2081,"115","","97",,"123","ATOK02004200","","","","","","","","",,,,,
"106","AT",38,38,"ATDP_1-W1","DP_Wimpassing",1813,47.9265,16.4384,"115","","97",,"123","ATOK05001700","","","","","","","","",,,,,
"106","AT",39,39,"ATDP_2-K1518811R0","DP_WV Abwasserverband Völkermarkt-Jaunfeld",1829,46.6401,14.6554,"115","","97",,"123","ATOK05001700","","","","","","","","",,,,,
